"","TR"
"8883",92.59
"8884",92.42
"8885",91.91
"8886",90.52
"8887",90.3
"8888",90.58
"8889",91.72
"8890",91
"8891",90.69
"8892",91.02
"8893",91.6
"8894",91.34
"8895",91.64
"8896",91.94
"8897",92.39
"8898",92.03
"8899",92.16
"8900",92.63
"8901",92.57
"8902",91.5
"8903",92.33
"8904",92.22
"8905",92.65
"8906",92.9
"8907",93.06
"8908",92.61
"8909",92.89
"8910",92.51
"8911",91.5
"8912",92.41
"8913",92.69
"8914",91.57
"8915",91.28
"8916",91.65
"8917",92.81
"8918",92.4
"8919",92.16
"8920",92.15
"8921",93.13
"8922",93.21
"8923",93.56
"8924",93.5
"8925",93.44
"8926",93.64
"8927",93.43
"8928",92.49
"8929",93.35
"8930",93.25
"8931",92.68
"8932",92.88
"8933",92.81
"8934",93.08
"8935",92.29
"8936",92.26
"8937",91.67
"8938",91.66
"8939",92.74
"8940",92.96
"8941",92.37
"8942",91.93
"8943",92.46
"8944",92.63
"8945",93.55
"8946",93.1
"8947",93.65
"8948",93.74
"8949",93.02
"8950",92.73
"8951",92.72
"8952",90.78
"8953",91.06
"8954",91.65
"8955",91.58
"8956",91.26
"8957",91.77
"8958",90.28
"8959",90.5
"8960",91.6
"8961",92.61
"8962",93.03
"8963",92.89
"8964",93.61
"8965",93.64
"8966",93.65
"8967",93.22
"8968",93.04
"8969",92.49
"8970",91.52
"8971",90.94
"8972",92.02
"8973",92.72
"8974",92.78
"8975",92.64
"8976",92.36
"8977",92.2
"8978",92.52
"8979",91.8
"8980",91.52
"8981",92.68
"8982",91.82
"8983",91.89
"8984",91.79
"8985",92.18
"8986",92.73
"8987",92.46
"8988",91.68
"8989",89.71
"8990",87.05
"8991",83.61
"8992",82.55
"8993",85.58
"8994",87.64
"8995",87.81
"8996",87.13
"8997",84.61
"8998",86.13
"8999",86.26
"9000",85.03
"9001",87.12
"9002",85.95
"9003",86.38
"9004",86.8
"9005",86.46
"9006",87.53
"9007",88.3
"9008",88.15
"9009",86.75
"9010",87.11
"9011",86
"9012",85.82
"9013",85.52
"9014",85.42
"9015",83.23
"9016",83.25
"9017",84.76
"9018",84.9
"9019",86.11
"9020",87.75
"9021",87.43
"9022",88.22
"9023",88.99
"9024",89.07
"9025",89.15
"9026",88.51
"9027",88.03
"9028",89.38
"9029",89.72
"9030",89.76
"9031",89.66
"9032",89.05
"9033",90.43
"9034",91.4
"9035",91.21
"9036",90.87
"9037",92.08
"9038",91.96
"9039",91.55
"9040",92.72
"9041",92.97
"9042",92.7
"9043",92.63
"9044",92.62
"9045",91.71
"9046",91.89
"9047",91.55
"9048",90.25
"9049",89.28
"9050",90.54
"9051",90.41
"9052",91.85
"9053",91.75
"9054",92.11
"9055",92.05
"9056",92.22
"9057",92.28
"9058",92.39
"9059",91.97
"9060",92.9
"9061",91.91
"9062",90.53
"9063",92.27
"9064",91.54
"9065",90.96
"9066",90.24
"9067",90.45
"9068",88.7
"9069",88.98
"9070",89.96
"9071",91.28
"9072",89.97
"9073",88.44
"9074",89.11
"9075",89.88
"9076",91.04
"9077",90.93
"9078",90.71
"9079",91.67
"9080",91
"9081",90.16
"9082",88.78
"9083",88.96
"9084",87.81
"9085",85.7
"9086",84.74
"9087",84.75
"9088",85.3
"9089",83.12
"9090",84.45
"9091",82.67
"9092",82.57
"9093",81.68
"9094",82.04
"9095",83.77
"9096",82.38
"9097",83.65
"9098",82.72
"9099",83.11
"9100",85.24
"9101",85.19
"9102",83.54
"9103",83.97
"9104",84.17
"9105",82.5
"9106",81.29
"9107",81.18
"9108",81.21
"9109",80.23
"9110",81.8
"9111",83.24
"9112",84.61
"9113",84.26
"9114",84.3
"9115",85.49
"9116",84.48
"9117",84.89
"9118",85.86
"9119",85.8
"9120",85.2
"9121",87.21
"9122",87.68
"9123",88.08
"9124",88.4
"9125",88.57
"9126",87.48
"9127",87.92
"9128",87.84
"9129",89.35
"9130",89.22
"9131",88.95
"9132",89.51
"9133",90.2
"9134",90.62
"9135",90.7
"9136",90.65
"9137",89.94
"9138",89.93
"9139",90
"9140",90.96
"9141",91.32
"9142",91.22
"9143",91.74
"9144",91.41
"9145",90.5
"9146",91.47
"9147",90.38
"9148",90.67
"9149",90.42
"9150",91.3
"9151",92.32
"9152",92.33
"9153",92.3
"9154",92.87
"9155",93.17
"9156",93.25
"9157",92.74
"9158",92.87
"9159",92.69
"9160",92.94
"9161",93.11
"9162",92.26
"9163",91.8
"9164",92.54
"9165",91.65
"9166",91.14
"9167",91.08
"9168",91.43
"9169",91.51
"9170",92.64
"9171",91.78
"9172",91.74
"9173",90.99
"9174",91.89
"9175",91.01
"9176",91.04
"9177",90.68
"9178",91.34
"9179",91.16
"9180",92.44
"9181",93.09
"9182",93.06
"9183",93.51
"9184",93.46
"9185",93.63
"9186",93.94
"9187",93.63
"9188",94.13
"9189",94.28
"9190",94.64
"9191",94.43
"9192",93.49
"9193",92.76
"9194",92.57
"9195",92.47
"9196",92.72
"9197",92.46
"9198",93.06
"9199",93.27
"9200",93.09
"9201",94.39
"9202",91.03
"9203",89.26
"9204",90.87
"9205",92.46
"9206",93.75
"9207",93.98
"9208",93.29
"9209",93.82
"9210",93.77
"9211",95.25
"9212",95.64
"9213",96.33
"9214",96.32
"9215",96.77
"9216",96.71
"9217",96.94
"9218",96.79
"9219",97.23
"9220",96.9
"9221",97.38
"9222",97.08
"9223",97.15
"9224",97.05
"9225",97.22
"9226",97.43
"9227",97.29
"9228",96.58
"9229",96.97
"9230",97.02
"9231",97.87
"9232",97.81
"9233",97.88
"9234",97.6
"9235",98.05
"9236",97.99
"9237",98.33
"9238",97.76
"9239",97.91
"9240",98.18
"9241",98.05
"9242",98.05
"9243",98.28
"9244",97.74
"9245",97.68
"9246",97.5
"9247",98.04
"9248",97.89
"9249",97.68
"9250",97.68
"9251",98.19
"9252",98.47
"9253",98.57
"9254",98.34
"9255",95.87
"9256",97.23
"9257",95.76
"9258",95.71
"9259",96.7
"9260",96.34
"9261",96.42
"9262",96.41
"9263",97.49
"9264",98.21
"9265",97.65
"9266",96.84
"9267",97.38
"9268",97.96
"9269",97
"9270",97.77
"9271",97.45
"9272",96.98
"9273",97.43
"9274",97.43
"9275",97.09
"9276",97.59
"9277",96.36
"9278",96.48
"9279",96.15
"9280",96.14
"9281",95.88
"9282",96.46
"9283",96.7
"9284",96.55
"9285",96.54
"9286",97.03
"9287",96.64
"9288",96.39
"9289",95.99
"9290",95.73
"9291",95.79
"9292",95.09
"9293",94.38
"9294",94
"9295",93.92
"9296",95.99
"9297",96.38
"9298",97.67
"9299",97.93
"9300",98.04
"9301",98.28
"9302",98.99
"9303",98.87
"9304",99.36
"9305",99.21
"9306",99.93
"9307",100.28
"9308",100.41
"9309",100.82
"9310",100.24
"9311",100.4
"9312",100.15
"9313",99.8
"9314",99.85
"9315",100.56
"9316",101.01
"9317",102.3
"9318",102.66
"9319",103.16
"9320",102.96
"9321",103.56
"9322",102.66
"9323",103.07
"9324",102.92
"9325",103.17
"9326",103.62
"9327",103.34
"9328",103.08
"9329",103.27
"9330",103.53
"9331",102.65
"9332",102.66
"9333",102.21
"9334",103.06
"9335",103.84
"9336",103.67
"9337",103.97
"9338",103.55
"9339",103.65
"9340",103.94
"9341",103.66
"9342",103.92
"9343",103.48
"9344",103.72
"9345",103.29
"9346",103.64
"9347",103.37
"9348",104.15
"9349",104.97
"9350",104.86
"9351",104.72
"9352",104.02
"9353",104.03
"9354",104.06
"9355",104.1
"9356",104.95
"9357",104.68
"9358",104.66
"9359",104.76
"9360",105.48
"9361",105.89
"9362",106.43
"9363",106.86
"9364",107.4
"9365",107.28
"9366",107.45
"9367",108.11
"9368",107.95
"9369",107.91
"9370",108.08
"9371",108.31
"9372",107.9
"9373",109.4
"9374",108.67
"9375",108.73
"9376",108.33
"9377",107.96
"9378",107.67
"9379",107.68
"9380",108.02
"9381",108.14
"9382",107.76
"9383",108.74
"9384",108.64
"9385",108.56
"9386",108.3
"9387",106.79
"9388",106.95
"9389",106.94
"9390",106.88
"9391",106.79
"9392",107.56
"9393",107.74
"9394",108.12
"9395",107.95
"9396",107.68
"9397",107.75
"9398",107.32
"9399",107.67
"9400",107.58
"9401",107.69
"9402",107.67
"9403",107.17
"9404",106.4
"9405",107.35
"9406",107.09
"9407",106.98
"9408",107.82
"9409",107.51
"9410",108.67
"9411",109.36
"9412",109.37
"9413",109.42
"9414",109.08
"9415",109.32
"9416",109.36
"9417",109.15
"9418",109.15
"9419",109.67
"9420",109.62
"9421",109.52
"9422",109.73
"9423",109.45
"9424",109.24
"9425",109.8
"9426",109.75
"9427",107.72
"9428",108.12
"9429",108.86
"9430",109.44
"9431",109.66
"9432",109.93
"9433",110.37
"9434",110.41
"9435",110.21
"9436",110.18
"9437",111.18
"9438",111.58
"9439",111.39
"9440",111.07
"9441",111.25
"9442",111.42
"9443",111.38
"9444",111.28
"9445",111.85
"9446",111.69
"9447",111.42
"9448",111.41
"9449",112.32
"9450",111.53
"9451",111.4
"9452",111.42
"9453",111.68
"9454",111.76
"9455",110.84
"9456",111.9
"9457",110.97
"9458",111.14
"9459",111.48
"9460",111.54
"9461",110.45
"9462",111.2
"9463",111.22
"9464",111.2
"9465",112.01
"9466",112.21
"9467",112.7
"9468",112.74
"9469",112.77
"9470",113.43
"9471",113.4
"9472",113.32
"9473",113.26
"9474",113.67
"9475",113.64
"9476",113.5
"9477",113.31
"9478",113.23
"9479",113.5
"9480",113.43
"9481",113.19
"9482",113.46
"9483",113.62
"9484",113.35
"9485",113.22
"9486",111.6
"9487",111.76
"9488",112.92
"9489",112.81
"9490",113
"9491",111.27
"9492",111.07
"9493",111.18
"9494",112.3
"9495",111.99
"9496",111.82
"9497",112.05
"9498",112.11
"9499",112.22
"9500",112.8
"9501",113.5
"9502",113.79
"9503",112.88
"9504",113.2
"9505",113.14
"9506",112.98
"9507",114.21
"9508",114.63
"9509",114.73
"9510",114.66
"9511",114.9
"9512",115.14
"9513",115.26
"9514",115.4
"9515",115.08
"9516",115.19
"9517",114.98
"9518",115.04
"9519",115.65
"9520",115.83
"9521",116.24
"9522",116.79
"9523",117.06
"9524",117.16
"9525",117.79
"9526",117.69
"9527",117.46
"9528",117.74
"9529",117.93
"9530",117.74
"9531",117.82
"9532",118.01
"9533",118.03
"9534",118.15
"9535",118.17
"9536",118.78
"9537",118.25
"9538",118.45
"9539",117.87
"9540",118.06
"9541",119
"9542",118.51
"9543",118.74
"9544",118.84
"9545",118.93
"9546",119.25
"9547",119.42
"9548",119.26
"9549",119.42
"9550",118.94
"9551",118.92
"9552",119.03
"9553",118.76
"9554",118.14
"9555",119.2
"9556",119
"9557",119.22
"9558",120.03
"9559",119.97
"9560",120.2
"9561",120.11
"9562",121.36
"9563",121.4
"9564",122.35
"9565",122.12
"9566",122
"9567",121.46
"9568",121.36
"9569",121.83
"9570",122.47
"9571",122.81
"9572",122.96
"9573",122.95
"9574",122.41
"9575",123.53
"9576",124.31
"9577",123.85
"9578",123.8
"9579",124.1
"9580",124.03
"9581",123.94
"9582",124.04
"9583",124.33
"9584",123.67
"9585",124.67
"9586",125.37
"9587",125.83
"9588",126.64
"9589",126.87
"9590",127.01
"9591",126.88
"9592",127.91
"9593",128.69
"9594",128.14
"9595",129.33
"9596",129.05
"9597",129.75
"9598",130.79
"9599",131.11
"9600",130.94
"9601",131.01
"9602",132.41
"9603",131.53
"9604",130.15
"9605",130.16
"9606",130.16
"9607",127.42
"9608",122.3
"9609",124.3
"9610",123.79
"9611",119.27
"9612",120.98
"9613",122.6
"9614",122.96
"9615",124.7
"9616",126.21
"9617",126.3
"9618",125.54
"9619",124.93
"9620",125.01
"9621",126.96
"9622",128.38
"9623",126.74
"9624",125.36
"9625",123.88
"9626",124.64
"9627",125.99
"9628",126.43
"9629",126.5
"9630",127.01
"9631",129.15
"9632",129.06
"9633",128.24
"9634",127.57
"9635",127.39
"9636",127.72
"9637",125.98
"9638",126.15
"9639",126.02
"9640",122.93
"9641",120.37
"9642",123.54
"9643",121.38
"9644",121.11
"9645",122.73
"9646",120
"9647",121.5
"9648",122.92
"9649",123.79
"9650",121.17
"9651",121.51
"9652",123.55
"9653",122.98
"9654",123.96
"9655",123.55
"9656",124.55
"9657",125.88
"9658",126.01
"9659",125.33
"9660",124.32
"9661",124.29
"9662",122.75
"9663",122.91
"9664",124.1
"9665",124.2
"9666",123.21
"9667",123.55
"9668",122.8
"9669",122.53
"9670",124.12
"9671",124.62
"9672",124.66
"9673",125.82
"9674",126.92
"9675",127.16
"9676",127.2
"9677",126.43
"9678",127.03
"9679",127.02
"9680",126.74
"9681",127.68
"9682",127.22
"9683",127.61
"9684",127.38
"9685",127.11
"9686",125.83
"9687",127.48
"9688",126.6
"9689",127.92
"9690",128.54
"9691",128.7
"9692",129.8
"9693",129.68
"9694",130.1
"9695",130.23
"9696",130.52
"9697",129.97
"9698",130.34
"9699",130.22
"9700",130.09
"9701",129.6
"9702",129.93
"9703",129.05
"9704",129.26
"9705",127.43
"9706",127.77
"9707",126.56
"9708",127.33
"9709",127.43
"9710",127.86
"9711",127.34
"9712",128.47
"9713",129.57
"9714",130.72
"9715",131.05
"9716",130.16
"9717",131.31
"9718",131.42
"9719",131.23
"9720",131.77
"9721",132.09
"9722",131.71
"9723",131.56
"9724",131.77
"9725",132.11
"9726",133.19
"9727",132.95
"9728",131.91
"9729",131.12
"9730",131.85
"9731",131.74
"9732",132.53
"9733",133.03
"9734",133.59
"9735",133.97
"9736",133.91
"9737",133.84
"9738",133.01
"9739",132.44
"9740",133.34
"9741",132.27
"9742",133.38
"9743",133.85
"9744",134.2
"9745",134.56
"9746",134.57
"9747",134.33
"9748",135.16
"9749",136.13
"9750",136.18
"9751",136.92
"9752",136.37
"9753",136.47
"9754",136.24
"9755",135.81
"9756",135.31
"9757",134.99
"9758",135.27
"9759",135.77
"9760",135.82
"9761",136.47
"9762",136.59
"9763",135.73
"9764",136.43
"9765",136.48
"9766",137.56
"9767",137.42
"9768",136.93
"9769",136.84
"9770",136.25
"9771",136.64
"9772",136.69
"9773",136.91
"9774",136.71
"9775",136.93
"9776",135.73
"9777",134.91
"9778",134.8
"9779",134.6
"9780",130.22
"9781",127.6
"9782",129.27
"9783",128.67
"9784",131.52
"9785",131.42
"9786",129.48
"9787",129.28
"9788",128.74
"9789",128.01
"9790",123.99
"9791",126.33
"9792",124.21
"9793",123.37
"9794",125.36
"9795",126.72
"9796",128.26
"9797",127.54
"9798",128.12
"9799",128.88
"9800",131.55
"9801",131.24
"9802",129.94
"9803",127.38
"9804",127.23
"9805",126.28
"9806",127.69
"9807",127.96
"9808",125.73
"9809",123.48
"9810",124.04
"9811",123.34
"9812",125.27
"9813",125.47
"9814",128.41
"9815",128.13
"9816",129.17
"9817",130.59
"9818",126.21
"9819",126.14
"9820",123.24
"9821",123.33
"9822",123.25
"9823",123.96
"9824",123.75
"9825",121.5
"9826",118.88
"9827",118.9
"9828",117.04
"9829",115.17
"9830",112.76
"9831",109.8
"9832",115.29
"9833",116.18
"9834",116.15
"9835",117.16
"9836",117.32
"9837",114.56
"9838",118.52
"9839",119.58
"9840",120.83
"9841",121.43
"9842",121.99
"9843",122
"9844",121.32
"9845",122.59
"9846",122.96
"9847",123.92
"9848",125.53
"9849",123.73
"9850",123.95
"9851",124.23
"9852",125.38
"9853",124.48
"9854",124.28
"9855",126.18
"9856",127.29
"9857",127.45
"9858",128.4
"9859",128.98
"9860",128.71
"9861",127.59
"9862",127.7
"9863",127.9
"9864",129.54
"9865",129.93
"9866",129.68
"9867",131.12
"9868",131.36
"9869",131.6
"9870",131.15
"9871",132.03
"9872",132.2
"9873",132.01
"9874",132.07
"9875",131.71
"9876",132.62
"9877",132.02
"9878",131.83
"9879",130.78
"9880",129.76
"9881",129.51
"9882",131.46
"9883",131.82
"9884",132.7
"9885",132.61
"9886",133.22
"9887",133.79
"9888",133.69
"9889",133.24
"9890",134.75
"9891",131.97
"9892",131.9
"9893",132.89
"9894",132.28
"9895",132.85
"9896",133.69
"9897",135.24
"9898",135.22
"9899",135.56
"9900",135.83
"9901",136.54
"9902",136.65
"9903",135.78
"9904",136.43
"9905",136.45
"9906",137.35
"9907",137.22
"9908",137.3
"9909",136.89
"9910",137.08
"9911",137.18
"9912",138.51
"9913",138.27
"9914",138.08
"9915",138.83
"9916",139.01
"9917",139.04
"9918",138.02
"9919",137.8
"9920",139.3
"9921",138.76
"9922",136.42
"9923",136.16
"9924",135.8
"9925",136.3
"9926",132.87
"9927",134.05
"9928",134.82
"9929",136.03
"9930",135.11
"9931",134.17
"9932",135.39
"9933",134.9
"9934",133.17
"9935",133.46
"9936",132.38
"9937",131.44
"9938",131.65
"9939",129.97
"9940",129.62
"9941",132.49
"9942",133.48
"9943",134.23
"9944",135.57
"9945",136.24
"9946",136.16
"9947",135.9
"9948",136.57
"9949",136.25
"9950",136.45
"9951",137.82
"9952",138.26
"9953",139.5
"9954",139.18
"9955",138.76
"9956",137.46
"9957",137.3
"9958",138.1
"9959",139.02
"9960",140.03
"9961",140.34
"9962",141.47
"9963",141.31
"9964",140.56
"9965",140.83
"9966",141.41
"9967",141.63
"9968",142.35
"9969",142.31
"9970",141.87
"9971",140.98
"9972",141.48
"9973",140.62
"9974",140.97
"9975",141.95
"9976",142.83
"9977",141.96
"9978",143.1
"9979",142.74
"9980",142.57
"9981",141.09
"9982",139.7
"9983",138.61
"9984",134.45
"9985",136.19
"9986",136.31
"9987",138.96
"9988",137.97
"9989",136.29
"9990",138.23
"9991",134.25
"9992",134.5
"9993",136.55
"9994",138.15
"9995",137.08
"9996",138.23
"9997",138.16
"9998",134.55
"9999",136
"10000",135.39
"10001",136.31
"10002",138.11
"10003",138.2
"10004",137.17
"10005",138.65
"10006",140.52
"10007",140.56
"10008",140.7
"10009",140.89
"10010",142.07
"10011",142.4
"10012",142.34
"10013",142.06
"10014",142.36
"10015",142.33
"10016",142.3
"10017",141.66
"10018",141.66
"10019",140.35
"10020",141.3
"10021",140.85
"10022",140.03
"10023",140.72
"10024",138.92
"10025",136.58
"10026",137.68
"10027",139.56
"10028",139
"10029",136.84
"10030",138.06
"10031",138.88
"10032",140.51
"10033",140.28
"10034",141.67
"10035",141.36
"10036",141.88
"10037",141.32
"10038",142.34
"10039",141.88
"10040",142.24
"10041",142.58
"10042",143.21
"10043",144.03
"10044",143.9
"10045",144.3
"10046",143.8
"10047",145.3
"10048",145.85
"10049",145.71
"10050",145.7
"10051",146.15
"10052",146.57
"10053",146.32
"10054",146.51
"10055",146.55
"10056",146.71
"10057",147.82
"10058",147.87
"10059",147.89
"10060",147.4
"10061",147.11
"10062",147.44
"10063",148.73
"10064",149.08
"10065",149.75
"10066",149.13
"10067",147.81
"10068",146.9
"10069",147.81
"10070",148.03
"10071",149.38
"10072",148.93
"10073",148.8
"10074",149.16
"10075",150.4
"10076",150.38
"10077",151.49
"10078",151.59
"10079",151.59
"10080",152.27
"10081",153.01
"10082",153.15
"10083",153.16
"10084",153.93
"10085",153.85
"10086",153.03
"10087",153.5
"10088",154.7
"10089",153.76
"10090",154.27
"10091",153.9
"10092",154.63
"10093",155.62
"10094",155.18
"10095",156.33
"10096",156.21
"10097",156.51
"10098",157.89
"10099",158.37
"10100",157.95
"10101",158.01
"10102",158.21
"10103",156.74
"10104",154.34
"10105",155.87
"10106",155.72
"10107",156.23
"10108",153.51
"10109",154.71
"10110",157.08
"10111",158.66
"10112",159.13
"10113",158.28
"10114",159.47
"10115",159.84
"10116",160.91
"10117",160.8
"10118",161.11
"10119",160.74
"10120",161.53
"10121",161.07
"10122",159.38
"10123",154.12
"10124",149.36
"10125",148.58
"10126",142.16
"10127",140.93
"10128",147.14
"10129",143.16
"10130",148.98
"10131",143.99
"10132",141.44
"10133",130.39
"10134",136.63
"10135",129.67
"10136",117.14
"10137",127.82
"10138",112.12
"10139",118.64
"10140",111.8
"10141",113.04
"10142",108.24
"10143",105.22
"10144",115.13
"10145",116.71
"10146",123.94
"10147",119.82
"10148",123.57
"10149",121.73
"10150",116.12
"10151",118.53
"10152",116.53
"10153",124.83
"10154",124.75
"10155",129.19
"10156",131.45
"10157",129.99
"10158",133.9
"10159",130.86
"10160",131.54
"10161",135.18
"10162",132.86
"10163",128.84
"10164",131.78
"10165",131.86
"10166",133.72
"10167",136.08
"10168",135.55
"10169",139.47
"10170",137.87
"10171",133.83
"10172",134.45
"10173",135.69
"10174",134.83
"10175",136.55
"10176",139.15
"10177",139.09
"10178",136.08
"10179",133.48
"10180",135.02
"10181",135.66
"10182",140.24
"10183",138.77
"10184",141.22
"10185",140.28
"10186",140.71
"10187",142.63
"10188",144.9
"10189",144.35
"10190",145.04
"10191",145.81
"10192",147.01
"10193",149.22
"10194",148.75
"10195",152.65
"10196",154.79
"10197",153.43
"10198",152.37
"10199",143.26
"10200",145.3
"10201",146.77
"10202",149.56
"10203",148.86
"10204",149
"10205",148.21
"10206",149.19
"10207",149.78
"10208",145.81
"10209",147.48
"10210",143.9
"10211",146.15
"10212",148.44
"10213",149.1
"10214",149.79
"10215",152.18
"10216",150.49
"10217",151.75
"10218",150.85
"10219",152.53
"10220",150.85
"10221",152.87
"10222",154.61
"10223",154
"10224",154.48
"10225",155.84
"10226",156.13
"10227",157.02
"10228",155.16
"10229",154.04
"10230",155.33
"10231",154.26
"10232",156.38
"10233",155.87
"10234",156.84
"10235",158.17
"10236",158.8
"10237",159.97
"10238",160.85
"10239",161.02
"10240",161.46
"10241",160.14
"10242",162.35
"10243",162.15
"10244",162.11
"10245",162.74
"10246",163.03
"10247",162.33
"10248",162.88
"10249",163.36
"10250",164.95
"10251",165.48
"10252",167.01
"10253",167.37
"10254",168.51
"10255",168.31
"10256",169.63
"10257",171.94
"10258",165.84
"10259",164.48
"10260",159.75
"10261",162.98
"10262",160.29
"10263",160.25
"10264",162.79
"10265",163.67
"10266",163.08
"10267",161.65
"10268",160.01
"10269",158.08
"10270",159.65
"10271",155.7
"10272",156.18
"10273",158.82
"10274",161.5
"10275",160.75
"10276",162
"10277",163.24
"10278",161.84
"10279",164.88
"10280",162.76
"10281",165.62
"10282",167.03
"10283",168.46
"10284",171.05
"10285",170.07
"10286",168.98
"10287",168.86
"10288",168.73
"10289",166.09
"10290",166.79
"10291",166.27
"10292",167.35
"10293",167.98
"10294",164.89
"10295",164.35
"10296",158.7
"10297",160.59
"10298",158.44
"10299",160.41
"10300",163.49
"10301",166.95
"10302",170.34
"10303",170.23
"10304",172.19
"10305",172.12
"10306",173.47
"10307",171.77
"10308",174.15
"10309",176.33
"10310",175.88
"10311",174.06
"10312",174.96
"10313",173.94
"10314",175.26
"10315",178.03
"10316",177.93
"10317",178.51
"10318",177.5
"10319",179.45
"10320",179.7
"10321",179.94
"10322",181.75
"10323",181.6
"10324",182.32
"10325",180.65
"10326",180.84
"10327",180.5
"10328",179.96
"10329",182.41
"10330",182.62
"10331",183.91
"10332",183.39
"10333",182.86
"10334",182.84
"10335",183.08
"10336",183.61
"10337",184.77
"10338",184.1
"10339",184.55
"10340",185.45
